epoch,iteration,loss,x1_loss,x2_loss,x4_loss,acc
1,1,1.4464730024337769,0.9253860712051392,0.9398198127746582,0.7257952094078064,0.4165962040424347
1,2,1.3929284811019897,0.90907883644104,0.8500502705574036,0.7191475629806519,0.4028621017932892
1,3,1.395540714263916,0.9057774543762207,0.8577222228050232,0.7333720922470093,0.48087483644485474
1,4,1.2940986156463623,0.8394224643707275,0.7919091582298279,0.6895623207092285,0.45752623677253723
1,5,1.2517282962799072,0.8039627075195312,0.775483250617981,0.6878612637519836,0.5157392621040344
1,6,1.1974875926971436,0.7601012587547302,0.7491532564163208,0.6886252164840698,0.5344792604446411
1,7,1.192164421081543,0.7544993162155151,0.7569618225097656,0.6744017601013184,0.5377264618873596
1,8,1.1529998779296875,0.7136479616165161,0.7671332955360413,0.6624928712844849,0.5331087708473206
1,9,1.1546483039855957,0.7240006923675537,0.7451756596565247,0.6628866791725159,0.5157382488250732
1,10,1.1209462881088257,0.6929486393928528,0.7476475238800049,0.6446935534477234,0.521917462348938
1,11,1.0985907316207886,0.6744046211242676,0.7472501993179321,0.6264300346374512,0.5396718382835388
1,12,1.09209144115448,0.6580978631973267,0.7696930766105652,0.6305818557739258,0.5866894125938416
1,13,1.0956138372421265,0.6674132943153381,0.7519544959068298,0.6370939016342163,0.5911124348640442
1,14,1.0830868482589722,0.6528413891792297,0.7571771144866943,0.6368730068206787,0.5889807343482971
1,15,1.0359615087509155,0.619822084903717,0.7296595573425293,0.6213776469230652,0.6592192649841309
1,16,1.0406335592269897,0.6354566812515259,0.7092023491859436,0.6074800491333008,0.6226008534431458
1,17,0.9940343499183655,0.590372622013092,0.7019191980361938,0.6144701838493347,0.6788508296012878
1,18,0.9894071221351624,0.5998519062995911,0.6770056486129761,0.5937646627426147,0.6900969743728638
2,19,1.0182703733444214,0.6325709223747253,0.6652730703353882,0.5979509353637695,0.5933539867401123
2,20,0.9732217192649841,0.5956018567085266,0.6473879814147949,0.5933234691619873,0.6707556843757629
2,21,0.950833261013031,0.583702802658081,0.6233446598052979,0.5889631509780884,0.683079719543457
2,22,0.9398107528686523,0.5829321146011353,0.6075504422187805,0.5692921876907349,0.6768081188201904
2,23,0.9579061269760132,0.6008673906326294,0.6050974726676941,0.5749989748001099,0.6430525183677673
2,24,0.8986087441444397,0.5373765230178833,0.6059847474098206,0.5941914319992065,0.7509379386901855
2,25,0.9151609539985657,0.5630945563316345,0.5901089906692505,0.5801138877868652,0.6974657773971558
2,26,0.9186280369758606,0.5636377930641174,0.5961500406265259,0.5826512575149536,0.6895460486412048
2,27,0.9353947043418884,0.5840041637420654,0.5881895422935486,0.5805736780166626,0.6683294773101807
2,28,0.9005647301673889,0.5728243589401245,0.5465372204780579,0.5456275939941406,0.6713735461235046
2,29,0.9084249138832092,0.5827440023422241,0.5439789891242981,0.5404466390609741,0.6429280042648315
2,30,0.892884373664856,0.5597425699234009,0.5566347241401672,0.5524396896362305,0.6587836146354675
2,31,0.8922019600868225,0.5695453882217407,0.538808286190033,0.5356662273406982,0.6559692621231079
2,32,0.8831983208656311,0.5499067902565002,0.555116593837738,0.5562242269515991,0.6835382580757141
2,33,0.8479580283164978,0.5413386225700378,0.5078946352005005,0.517307698726654,0.688505232334137
2,34,0.8327231407165527,0.5285030007362366,0.5055844187736511,0.509931743144989,0.6987287998199463
2,35,0.8229113817214966,0.5018305778503418,0.533607542514801,0.5381886959075928,0.7485685348510742
2,36,0.8259705901145935,0.4996206760406494,0.5442311763763428,0.5432870984077454,0.7923098802566528
3,37,0.8464428782463074,0.5413442254066467,0.5053256154060364,0.5148419141769409,0.6590257883071899
3,38,0.8172953128814697,0.5102983117103577,0.5112485885620117,0.5124878883361816,0.7233467102050781
3,39,0.8049308657646179,0.5015946626663208,0.5047985911369324,0.5070839524269104,0.7536349296569824
3,40,0.7865006327629089,0.49210846424102783,0.48994654417037964,0.4920676350593567,0.7611059546470642
3,41,0.78684401512146,0.48203611373901367,0.5085224509239197,0.5069946646690369,0.7493452429771423
3,42,0.8086904287338257,0.5107868909835815,0.4988963007926941,0.4917253255844116,0.7009292840957642
3,43,0.7384916543960571,0.4558718502521515,0.471794068813324,0.4695107936859131,0.7793154120445251
3,44,0.7598780989646912,0.4749848544597626,0.47632136940956116,0.47182345390319824,0.7615025639533997
3,45,0.8327457904815674,0.5290145874023438,0.5074756145477295,0.5037047266960144,0.6583271026611328
3,46,0.8188526034355164,0.5362926125526428,0.4721043109893799,0.4685911536216736,0.6577367782592773
